Ціна оренди (грн),Ціна оренда (usd),Місто,Район,Мікрорайон,Метро,Вулиця,Номер будинку,Назва ЖК,Загальна площа,Житлова площа,Площа кухні,Поверх,Всього поверхів,Кімнат,Тип стін,Кількість фото,Студія,Спальні місця,Широта,Довгота,Дата,Посилання,Опис,Спокійний район,Тихий двір,Поруч з парком,Новий ремонт,У центрі,Можна з тваринами,Поруч з метро,Кухня-студія,Територія охороняється,Гарний краєвид,Престижний район,Тип пропозиції,Комуналка взимку,Комуналка влітку,Рік побудови,Тварини (опис),Комісія,Тип стіни (опис),Опалення,Підігрів води,Приміщення,Зручності,Розташування,Планування,Ліфт,Агенство
10 000,241,Харків,Основ’янський,,Проспект Гагаріна,вул. Вернадського,1,,65.0,35.0,8.0,4,15,3,кирпич,7,0,,49.98257844,36.24113314,2024-09-15,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-osnovyanskiy-vernadskogo-ulitsa-32233489.html,"Сдам 3к. квартиру м. Гагаріна 1 хвилину, поруч супермаркети, зупинка транспорту, набережна, парк. Зал прохідний і дві окремі спальні, спальні місця, шафи для речей, вбудована кухня. Будинкова техніка.
Можна з домашніми тваринами.",0,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,,1,Комісія за послуги 50 %,цегли,централізоване,,,Wi-Fi|телевізор|праска|пральна машина|ванна|електрична плита|духова шафа|мікрохвильова піч|шафа-гардероб|диван|холодильник|лічильник на електрику|кондиціонер|витяжка|письмовий стіл|пилосос|односпальне ліжко|двоспальне ліжко,тип двору: внутрішній,балкон/лоджія,пасажирський ліфт|вантажний ліфт,
4 500,108,Харків,Київський,Салтівка,Академіка Павлова,в'їзд Шевченківський,38,,25.0,15.0,3.0,7,12,1,монолитно-кирпичный,12,0,,36.307667,50.011755,2024-09-15,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-saltovka-shevchenkovskiy-vyezd-32208599.html,"Відмінна пропозиція! Задається стильна та доглянута квартира біля метро Академіка Павлова. ЖК Воробйові Гори. Квартира знаходиться на 7 поверху 12-поверхового будинку (ліфт працює). Розташована за адресою: пров. Шевченківський, будинок 38. Виконано капітальний ремонт. Квартира укомплектована всіма необхідними меблями та технікою. Метро Академіка Павлова та зупинка громадського транспорту за 10 хвилин ходьби. У пішій доступності знаходяться 2 університети. Також поруч супермаркет «Велмарт», торговий центр «Таргет». Поруч із будинком є невеликий хвойний ліс. Відмінно підійде для студентів, молодої пари чи гостей міста. Ми готові відповісти на всі ваші запитання та допомогти вам зробити правильний вибір!. Код об'єкта: RE-125997.",0,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,,0,0,,,,,,,,немає ліфта, Агентство нерухомості КИТ
13 000,313,Харків,Холодногірський,,Південний вокзал,пров. Лосівський,2А,ЖК Лазурний,43.0,40.0,6.0,8,10,1,кирпич,12,0,,49.9958481,36.21614308,2024-09-14,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-holodnogorskiy-losevskiy-pereulok-32233191.html,"Здам сучасну 1кв ЖК Лазурний
Здам 1к. кв. в центральному районі міста, 5 хвилин до м.Центральний Ринок, 10 хвилин Університет
Автономне опалення в квартирі!!!
Квартира з авторським ремонтом, дуже затишна і комфортна. ВЕЛИКО СКРИТИХ СИСТЕМ ЗАРОБЛЮВАННЯ (все вміститься і завжди в порядку) Є вся побутова техніка, включаючи кондиціонер і ТВ.
Сучасний ЖК, охорона у дворі, відеоспостереження, дитячий і спортивний майданчик з футбольним полем.
Без тварин
Перегляд у будь-який час
XXX XXX XX XX Яся",0,0,0,0,0,0,0,1,0,0,0,Пропозиція від посередника,,,2021.0,0,0,цегли,індивідуальне газове,двоконтурний котел,суміжний санвузол,Wi-Fi|телевізор|обідня зона|пральна машина|душова кабіна|електрочайник|газова плита|духова шафа|мікрохвильова піч|шафа-гардероб|Вбудована кухня|диван|холодильник|лічильник на електрику|лічильник на газ|лічильник на воду|кондиціонер|витяжка|письмовий стіл|двоспальне ліжко,"тип двору: закритого типу (вхід, в'їзд обмежений)",балкон/лоджія,пасажирський ліфт,
7 000,169,Харків,Основ’янський,,Проспект Гагаріна,вул. Лисаветинська,7Д,ЖК Левада,39.0,30.0,12.0,9,9,1,кирпич,10,0,,49.9774309,36.24316644,2024-09-14,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-osnovyanskiy-elizavetinskaya-ulitsa-32233180.html,"Перша доставка, все нове
 1к. квартиру, в новому, цегляному будинку, в центральному районі міста.

До метро 5 хвилин пішки, хороша транспортна розв'язка, КЛАС, АТБ, парковка, дитячий майданчик
У квартирі є вся необхідна техніка: пральна машина, бойлер, холодильник, мікрохвильова піч, кондиціонер, ТВ.
Перегляд у будь-який час
XXX XXX XX XX Яна",0,0,0,1,0,0,0,0,0,0,0,Пропозиція від посередника,,,2021.0,0,0,цегли,централізоване,централізований|бойлер,суміжний санвузол,Wi-Fi|телевізор|обідня зона|пральна машина|душова кабіна|електрочайник|газова плита|духова шафа|мікрохвильова піч|шафа-гардероб|Вбудована кухня|холодильник|лічильник на електрику|лічильник на газ|лічильник на воду|кондиціонер|витяжка|двоспальне ліжко,тип двору: внутрішній,панорамні / вітринні вікна|балкон/лоджія,пасажирський ліфт|вантажний ліфт,
4 000,96,Харків,Шевченківський,,Наукова,вул. Клочківська,152А,,37.0,,,7,16,1,панель,13,0,,50.015249,36.217876,2024-09-14,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-shevchenkovskiy-klochkovskaya-ulitsa-32233112.html,"Здається 1 кімнатна квартира в р-ні ст.метро Наукова біля супермаркету Ля Сільпо. В квартирі в наявності всі необхідні меблі та техніка, холодильник , пральна машина, кондиціонер, газова плита, що є дуже зручно під час відключення світла.Квартира в гарному охайному стані, світла, позитивна. Облаштована великою лоджією.Перегляди в зручний для Вас час, телефонуйте",0,1,0,0,1,0,0,0,0,0,0,Пропозиція від посередника,,,,0,Комісія за послуги 50 %,панелей,,,,пральна машина|електрочайник|газова плита|духова шафа|диван|холодильник|кондиціонер|письмовий стіл,тип двору: внутрішній,,пасажирський ліфт|вантажний ліфт,"АНПФ ""Харків-Ріелтер"""
8 500,205,Харків,Шевченківський,Центр,Архітектора Бекетова,узвіз Куликівський,9,,56.0,,10.0,3,5,3,цегла,10,0,,49.995996,36.244031,2024-09-14,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-tsentr-kulikovskiy-spusk-32233012.html,"Здам 3 кімнатну квартиру, Центр, Куликівський узвіз 9, м. Архітектора Бекетова.  
Квартира з ремонтом і укомплектована для комфортного проживання.  
Додатково + Комунальні послуги.  
Об'єкт  111-910-662",0,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,,0,0,цегли,,,,,,,немає ліфта,EstatyQ
4 000,96,Харків,Слобідський,,,вул. Добровольців(Молодої Гвардії),5,,21.0,,3.0,3,4,1,цегла,7,0,,49.975637,36.26724416,2024-09-14,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-slobodskoy-dobrovoltsev-molodoy-gvardii-ulitsa-32232545.html,"Здам 1 кімнатну квартиру, Слобідський, вул. Добровольців (Молодої Гвардії) 5, м. Спортивна.  
Квартира з ремонтом і укомплектована для комфортного проживання.  
Додатково сплачуються комунальні послуги.  
Об'єкт  111-874-445",0,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,,0,0,цегли,,,,,,,немає ліфта,EstatyQ
8 500,205,Харків,Слобідський,,,,1,,40.0,,10.0,9,9,1,цегла,9,0,,49.98061353,36.240908,2024-09-14,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-slobodskoy-32232544.html,"Здам 1 кімнатну квартиру, ЖК Левада, вул. Єлизаветинська 1, м. Левада (Проспект Гагаріна).  
Квартира з ремонтом і укомплектована для комфортного проживання.  
Додатково + комунальні послуги.  
Об'єкт  111-862-360",0,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,,0,0,цегли,,,,,,,немає ліфта,EstatyQ
3 000,72,Харків,Слобідський,Нові Дома (Слобідський),Палац спорту,вул. Ньютона,109,,41.0,,8.0,7,9,1,кирпич,8,0,,49.93919263,36.29921569,2024-09-14,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-novye-doma-slobodskoy-nyutona-ulitsa-32232534.html,"Сдам 1-комнатную квартиру в Харькове, площадью 41 м² c косметическим ремонтом. Расположение удобное: рядом Коммунальный рынок, улица Ньютона, метро Дворец Спорта и спальные районы.

Квартира на 7 этаже 9-этажного дома, кухня 8.50 м², жилое состояние эконом-класса.",1,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,,0,0,цегли,централізоване,централізований,суміжний санвузол,кабельне ТБ,,,немає ліфта,Агенція нерухомості AvramenKo
29 050,700,Харків,Шевченківський,Олексїївка,Олексіївська,вул. Клочківська,260,,210.0,92.0,24.0,4,4,4,кирпич,51,0,7.0,50.03682948,36.19887387,2024-09-14,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-alekseevka-klochkovskaya-ulitsa-26877766.html,"АН «Аппартаменты». Эксклюзивно.
-- Сдам Пентхаус в клубном доме на Алексеевке, площадь 210м, в т.ч. кладовка 15м в цокольном этаже), четырехсторонняя 4к.квартира занимает весь последний этаж 4-х этажного дома, Н=3.2м, жилая площадь 91м, просторная кухня 24м, автономное отопление (двухконтурный газовый котел Viessmann Vitopend 100-W с электронным управлением), видеодомофон. В клубном доме один подъезд.

Есть два закрепленных наземных паркинга, облагороженный закрытый двор, беседка и ландшафт, достойные соседи и жильцы дома, подъезд с ремонтом и отоплением, ОСББ, круглосуточная охрана, асфальтовый подъезд, для въезда во двор  автоматические ворота, перед территорией дома есть гостевой паркинг.

В квартире сделан капремонт, три раздельных комнаты (24м и 23м с выходами на лоджии по 10м, 21м + гардеробная 5м), кухня 24м + кладовка 4м, просторная проходная гостиная 30м с выходом на лоджию 21м, два полноценных совмещенных санузла (9м и 6м), гардеробная 5м, коридор 10м и 5м, лестница 18м, 2-е застекленных лоджии (без отопления) по 10м каждая с кладовками и застекленная лоджия 21м с панорамным остеклением, подогревом полов и искусственным водопадом.

В квартире есть: спальный гарнитур с двуспальной кроватью, два двуспальных дивана, электрокамин, 4 кондиционера, стиралка-автомат, встроенная кухня, 2-а холодильника, посудомоечная машина, шкафы, шкафы-купе.

Квартира начинается с мощной бронированной двери с третьего этажа, ступеньки, лестница и внутренние двери сделаны из отборного ясеня, все окна и застекление металлопластиковое.

Санузел совмещенный 9м: ванна с раздвижной системой, стиралка-автомат, умывальник с тумбой и зеркалом, унитаз инсталляция с гигиеническим душем, бойлер 100л, полотенцесушитель.

Санузел совмещенный 6м: душевая кабинка, умывальник с тумбой и зеркалом, унитаз инсталляция с гигиеническим душем, полотенцесушитель.

Клубный дом свежей постройки. Стены дома кирпичные и утепленные в 2020г, утепленная крыша  металлочерепица, над потолком квартиры утеплите",0,0,0,0,0,0,0,0,1,0,1,Пропозиція від посередника,,,,0,0,цегли,індивідуальне газове,бойлер|двоконтурний котел,засклених лоджій: 3|кількість спалень: 3|2 санвузла,Wi-Fi|камін|пральна машина|посудомийна машина|душова кабіна|ванна|газова плита|духова шафа|шафа-гардероб|Вбудована кухня|холодильник|лічильник на електрику|лічильник на газ|лічильник на воду|кондиціонер|витяжка|ліжко|супутникове ТБ,"тип двору: закритого типу (вхід, в'їзд обмежений)",балкон/лоджія,немає ліфта,"АН ""Аппартаменты"""
3 100,75,Харків,Салтівський,,Академіка Павлова,вул. Чернівецька,5,ЖК Воробйові гори,20.0,10.0,5.0,5,5,1,кирпич,9,0,2.0,50.013056,36.313076,2024-09-13,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-saltovskiy-chernivetskaya-ulitsa-28098278.html,"Сдается в долгосрочную аренду светлая и уютная гостинка в ЖК Воробьёвы горы 1. Квартира расположена в тихом районе, рядом с метро ""Ак. Павлова"".

В квартире есть все необходимое для комфортного проживания.

Квартира находится на 5 этаже 6-этажного дома. Окна выходят на солнечную сторону, поэтому в квартире всегда светло и тепло.

Стоимость аренды: 3100 грн + коммунальные платежи + интернет.

Квартира сдается без животных.

Почему вам стоит выбрать эту квартиру?

Квартира расположена рядом с метро, остановками общественного транспорта, магазинами, кафе.
Квартира светлая и уютная, с хорошим ремонтом.
В квартире есть все необходимое для комфортного проживания.

Звоните, и мы договоримся о просмотре!",1,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,1500.0,800.0,2018.0,0,Комісія за послуги 50 %,цегли,автономна котельня,бойлер,засклених лоджій: 1|кількість спалень: 1|гараж: немає|суміжний санвузол,Wi-Fi|телевізор|обідня зона|праска|пральна машина|душова кабіна|електрочайник|електрична плита|мікрохвильова піч|шафа-гардероб|Вбудована кухня|диван|холодильник|лічильник на електрику|лічильник на воду|кондиціонер|витяжка|ліжко|кабельне ТБ,тип двору: внутрішній,балкон/лоджія,немає ліфта,
3 200,77,Харків,Київський,,Академіка Павлова,пров. Шевченківський,32,ЖК Воробйові гори,20.0,10.0,5.0,2,6,1,кирпич,6,0,2.0,50.011959,36.30777,2024-09-13,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-kievskiy-shevchenkovskiy-pereulok-31228284.html,"Аренда шикарной смарт-квартиры в ЖК Воробьёвы горы 6.
Квартира 20м2, расположена на 2 этаже 6-этажного дома.
В квартире выполнен аккуратный ремонт в светлых тонах.
Есть вся необходимая мебель и техника, которая обеспечит вам комфортное проживание в данной квартире.
Развитая инфраструктура, в пешей доступности находятся: магазины, аптека, банк, кафе, остановка общественного транспорта. 
Рядом находится Гидропарк.
до станции метро Академика Павлова - 7 минут пешком.
Стоимость аренды - 3200 грн + коммунальные услуги + залоговая сумма.
Залоговая сумма равна 3200 грн.
Звоните, договоримся о просмотре!",1,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,1000.0,500.0,2019.0,0,0,цегли,автономна котельня,бойлер,засклених лоджій: немає|кількість спалень: 1|гараж: немає|суміжний санвузол,Wi-Fi|телевізор|обідня зона|пральна машина|душова кабіна|електрочайник|електрична плита|мікрохвильова піч|шафа-гардероб|Вбудована кухня|диван|барна стійка|холодильник|лічильник на електрику|лічильник на воду|кондиціонер|витяжка|витяжний вентилятор|кабельне ТБ,тип двору: внутрішній,"з ремонтом
                     •  
                кухня-студія",немає ліфта,
10 500,253,Харків,Шевченківський,,Олексіївська,вул. Мирослава Мисли(Цілиноградська),48В,ЖК «Молодіжний - 1»,80.0,65.0,15.0,12,16,2,,9,0,,50.04688399,36.20409696,2024-09-13,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-shevchenkovskiy-miroslava-mysli-tselinogradskaya-ulitsa-32228912.html,"Код об'єкта 8897
Здається 2-х кімнатна квартира на Алексеевке, ЖК ""Молодежный""
Ця квартира розташована в чудовому житловому комплексі з закритою територією , що забезпечуватиме комфорт та вашу безпеку .
вона простора та добре обладнана - тут є всі необхідні меблі , тому вам не доведеться турбуватися про покупку нових . Також є кондиціонер в кожній кімнаті , що забезпечуватиме вам комфорт
З вікна відкривається приголомшлевий вид , який радує око кожного дня .
Окрім того поруч розташована вся необхідна інфаструктура : магазини , кафе, школи та парки , м. олексіївка в 5-тихв. від будинку , що робить життя ще більш зручним .
Квартира також має балкон , де можна насолоджуватись свіжим повітрям , а ліфт значно полегшує переміщення між поверхами. Це ідеальне місце для комфортного життя!",0,0,0,0,0,0,0,0,1,0,1,Пропозиція від посередника,,,2015.0,0,Комісія за послуги 50 %,,централізоване,централізований,суміжний санвузол,телевізор|ванна|електрична плита|духова шафа|мікрохвильова піч|Вбудована кухня|холодильник|лічильник на електрику|кондиціонер|витяжка|двоспальне ліжко,тип двору: внутрішній,,пасажирський ліфт,АН Контракт-Нерухомість
2 500,60,Харків,Київський,,Академіка Павлова,вул. Чернівецька,5,ЖК Воробйові гори,20.0,10.0,5.0,4,5,1,кирпич,15,0,,50.01300323,36.31295308,2024-09-13,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-kievskiy-chernovitskaya-ulitsa-31767211.html,"Уютная студия в ЖК Воробьёвы горы с ремонтом и всем необходимым!
Сдается просторная студия площадью 20 м² на 4-м этаже 6-этажного кирпичного дома в тихом спальном районе Харькова.
Вся необходимая мебель: диван, шкаф, стол, стулья, все для комфортного проживания.
Бытовая техника: холодильник, стиральная машина, электрочайник, микроволновая печь, фен, телевизор, кондиционер, все для вашего удобства.

Вся необходимая инфраструктура находится в пешей доступности

Стоимость аренды 2500грн + коммунальные + залоговая сумма

Звоните! Организуем оперативный показ квартиры!",1,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,1400.0,700.0,2015.0,0,Комісія за послуги 50 %,цегли,централізоване,бойлер,суміжний санвузол,Wi-Fi|телевізор|обідня зона|пральна машина|душова кабіна|електрочайник|електрична плита|мікрохвильова піч|шафа-гардероб|диван|холодильник|лічильник на електрику|лічильник на воду|фен|кондиціонер|витяжка|супутникове ТБ,"тип двору: закритого типу (вхід, в'їзд обмежений)","з ремонтом
                     •  
                кухня-студія",немає ліфта,
7 500,181,Харків,Шевченківський,,Перемога,просп. Перемоги,64,,50.0,35.0,6.0,5,12,2,панель,12,0,3.0,50.061224,36.20473,2024-09-13,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-shevchenkovskiy-pobedy-prospekt-27582955.html,"Здам 2к кімнатну квартиру на Проспекті Перемоги 64, будинок знаходиться біля метро Перемога, поряд вся потрібна інфраструктура: банки, магазини, салони, зупинки транспорту. Вітальня з телевізором та балконом з видом у тихий двір, затишна та простора спальня. Комфортна кухня обладнана всією необхідною технікою: газова плита та духовка, холодильник, посуд. Санвузол суміжний, є пральна машина та бойлер

Умови: 
- Оренда + світло 
- Послуги АН 50% сплачує Орендар 
- Перегляд в будь-який час",0,0,0,0,0,0,1,0,0,0,0,Пропозиція від посередника,,,,0,0,панелей,централізоване,бойлер,кількість спалень: 1|суміжний санвузол,Wi-Fi|телевізор|праска|пральна машина|ванна|електрочайник|газова плита|духова шафа|мікрохвильова піч|Вбудована кухня|холодильник|лічильник на електрику|кондиціонер|додаткові меблі за домовленістю|супутникове ТБ,тип двору: внутрішній,балкон/лоджія,пасажирський ліфт|вантажний ліфт,
8 000,193,Харків,Київський,,Пушкінська,вул. Григорія Сковороди(Пушкінська),79,,35.0,15.0,4.0,2,5,1,кирпич,8,0,2.0,50.00729467,36.24855786,2024-09-13,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-kievskiy-grigoriya-skovorody-pushkinskaya-ulitsa-31466105.html,"Здам однокімнатну квартиру в центрі міста Харків. Окрема спальня з балконом та меблями ( ліжко, диван, шафа, стіл). Кухня з газовою плитою та газовою колонкою. Ванна кімната. Поряд знаходяться магазини, парк, ресторани та кафе. До метро Пушкінська 10 хвилин пішки, є місце для паркування машин у дворі. 
8000+ світло та інтернет",1,0,1,0,1,0,0,0,0,0,0,Пропозиція від посередника,500.0,500.0,1979.0,1,0,цегли,централізоване,колонка,засклених лоджій: немає|кількість спалень: 1|гараж: немає|суміжний санвузол,Wi-Fi|телевізор|праска|пральна машина|сушарка для білизни|ванна|електрочайник|газова плита|духова шафа|мікрохвильова піч|шафа-гардероб|Вбудована кухня|диван|холодильник|лічильник на електрику|лічильник на газ|лічильник на воду|кондиціонер|витяжка|ліжко|супутникове ТБ,тип двору: внутрішній,балкон/лоджія,немає ліфта,
4 500,108,Харків,Шевченківський,,23 Серпня,просп. Науки,39А,,31.0,15.0,6.0,3,5,1,кирпич,17,0,2.0,50.03160598,36.21971886,2024-09-13,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-shevchenkovskiy-nauki-prospekt-31603181.html,"Здам однокімнтну квартиру за адресою проспект Науки 39а, 3 поверх з 5, цегляний будинок. 31 кв м, э балкон. Поряд метро 23 серпня та Ботанічний сад, супермаркети, зупинки наземного транспорту. В квартирі окрема кімната з диваном, шафою та іншими меблями. Окрема кухня з газовою колонкою та плитою, обідній стіл, холодильник. Суміжний санвузол з душовою кабінкою та пральною машиною. Квартира повністю укомплектована для комфортного проживання
Умови:
5000 грн оренда + комунальні
50% АН сплачує орендар",1,0,0,0,0,0,1,0,0,0,0,Пропозиція від посередника,500.0,500.0,1989.0,1,0,цегли,централізоване,колонка,засклених лоджій: немає|кількість спалень: 1|гараж: немає|суміжний санвузол,Wi-Fi|пральна машина|сушарка для білизни|душова кабіна|електрочайник|газова плита|духова шафа|мікрохвильова піч|шафа-гардероб|Вбудована кухня|диван|холодильник|лічильник на електрику|лічильник на газ|лічильник на воду|додаткові меблі за домовленістю,тип двору: внутрішній,балкон/лоджія,немає ліфта,
5 000,121,Харків,Шевченківський,,Університет,вул. Трінклера,24,,44.0,,,5,5,2,кирпич,6,0,,50.01235114,36.24048817,2024-09-13,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-shevchenkovskiy-trinklera-ulitsa-32228567.html,"Продам 2к. кв. в районі Сумського ринку за адресою Тринклера, 24. Центр. 5 поверх 5 поверхового будинку. 44м2. Квартира з ремонтом. Меблі частково, все на фото. Квартира чиста і затишна. Двір огороджений. Через арку є вихід на вулицю Сумська. Вартість оренди 5000+ комунальні послуги. Фото відповідають дійсності. Квартира знаходиться в центрі, вся інфраструктура поруч. Вітається довгострокова оренда. Зв'язуватися за телефоном АН Аверс Наталія",0,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,,0,0,цегли,,,,,тип двору: внутрішній,з ремонтом,,Аверс
5 000,121,Харків,Немишлянський,,Армійська,,5,,48.0,35.0,13.0,4,5,2,,7,0,,49.95854803,36.33517139,2024-09-13,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-nemyshlyanskiy-32228522.html,"Код об'єкта 8895
Пропоную в оренду чудову 2-х кімнатну квартиру за адресою Рибалко 5
квартира в досить хорошому стані , також простора та комфортна
в квартирі є все необхідне для комфортного проживання , також залишаються всі меблі та техніка така як :телевізор, мікрохвильова піч, холодильник , духова шафа
В 500 м. знаходиться: Зупинка транспорту, Ресторан, кафе, Метро, Супермаркет, ТРЦ, Школа, Дитячий садок, що є дуже комфортно
Можна з дітками та тваринками",1,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,,1,Комісія за послуги 50 %,,централізоване,централізований,суміжний санвузол,телевізор|пральна машина|ванна|газова плита|духова шафа|мікрохвильова піч|Вбудована кухня|холодильник|лічильник на електрику|двоспальне ліжко,тип двору: прохідний,,немає ліфта,АН Контракт-Нерухомість
5 500,133,Харків,Шевченківський,,Олексіївська,вул. Енвера Ахсарова,13,,38.0,17.0,6.0,2,12,1,,5,0,,50.050395,36.210102,2024-09-13,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-shevchenkovskiy-envera-ahsarova-ulitsa-32228461.html,"Сдам 1 к. квартиру ул Ахсарова метро Алексеевская 2 минуты пешком.
Рядом супермаркеты, остановка транспорта.
Квартира в аккуратном состоянии, с мебелью необходимой для проживания. Стиральная машина автомат, плита, холодильник, кондиционер.
Доплата ком услуги.
можно с небольшими приученными животными.",0,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,1989.0,0,Комісія за послуги 50 %,,централізоване,централізований|бойлер,суміжний санвузол,Wi-Fi|лічильник на електрику|лічильник на воду,тип двору: внутрішній,,,
2 000,48,Харків,Індустріальний,,Індустріальна,бул. Івана Каркача,75,,27.0,16.0,4.0,4,5,1,панель,8,0,2.0,49.92894097,36.39331194,2024-09-13,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-industrialnyy-ivana-karkacha-bulvar-30507218.html,"Сдам 1 ком.кв. , м. Индустриальная , ул. И. Каркача, студия, кап.ремонт, необходимая мебель, холодильник , стиральная машина автомат , телевизор, эл.печь , микроволновая печь , 2000+ свет, вода и отопление.",1,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,,0,0,панелей,централізоване,централізований,кількість спалень: 1|гараж: немає|суміжний санвузол,Wi-Fi|телевізор|пральна машина|ванна|електрична плита|мікрохвильова піч|Вбудована кухня|диван|холодильник|лічильник на електрику|лічильник на воду|супутникове ТБ,тип двору: прохідний,"з опаленням
                     •  
                кухня-студія",немає ліфта,
3 500,84,Харків,Шевченківський,Центр,Майдан Конституції,вул. Москалівська,10,,37.0,,6.0,2,2,3,цегла,8,0,,,,2024-09-12,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-tsentr-oktyabrskoy-revolyutsii-ulitsa-32227284.html,"Здам 3 кімнатну квартиру гостинного типу (14;8;8). Центр, вул. Москалівська, м. Майдан Конституції.  
Квартира мебльована. Кухня на двох, 2 суміжні кімнати, одна окрема. Пральної машинки нема (але є підвід під неї) 
Додатково + комунальні послуги.  
Об'єкт  111-891-818",0,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,,0,0,цегли,,,,,,,немає ліфта,EstatyQ
18 000,434,Харків,Шевченківський,,23 Серпня,просп. Науки,45Б,,91.0,,16.0,5,25,3,цегла,12,1,,50.037787,36.217337,2024-09-12,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-shevchenkovskiy-lenina-prospekt-32227282.html,"Здам 3 кімнатну квартиру-студію. Шевченківський, Павлово Поле. Будинок знаходиться в безпечному місці, всредені інших висотних будівель. 2 хв від станції метро 23 серпня. Найкращий район Харкова, поруч супермаркет, магазини, ринок, аптеки, пошта, банки, школи, садочки та інше!  
Повністю укомлектована квартира. 2 санвузли (один з яких великий, дизайнерський) , 2 спальні, гостинна з кухнею, гардеробна, велика вітальня. Кондиціонери, посудомийна машина, духовка, плита, мікрохвильова піч, холодильник, посуд, телевізор, пилосос, праска, роутер, система осмосу, джакузі, біде, підігрів підлоги, нова пральна машина, ковдри та подушки, новий 'розумний' бойлер. Відеоспостереження, охорона, 3 ліфти. Активна система фільтрації та пом'якшення води.. 
Додатково + комунальні послуги.  
Об'єкт  111-873-751",0,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,,0,0,цегли,,,,,,,немає ліфта,EstatyQ
7 800,188,Харків,Шевченківський,Центр,Майдан Конституції,вул. Дівоча,8,,60.0,,15.0,2,2,2,цегла,11,0,,,,2024-09-12,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-tsentr-demchenko-ulitsa-32227281.html,"Здам 2х кімнатну простору квартиру. Центр, вул. Дівоча 8, м. Майдан Конституції.  
Квартира з високими стелями в старому центрі, метро в пішій доступності, вся техніка для життя присутня,  
Додатково + комунальні послуги.  
Об'єкт  111-873-736",0,0,0,0,0,0,0,0,0,0,0,Пропозиція від посередника,,,,0,0,цегли,,,,,,,немає ліфта,EstatyQ
